Maximum of Subsidiary Legal Name,Maximum of Name,Document Number,Date,Maximum of Due Date/Receive By,Period,Type,Maximum of Department,Maximum of Amount,Maximum of Amount Paid,Status,Maximum of Memo (Main),Maximum of Date Closed
"Nexus Land Holdings, LLC",ONPOINT Transactions LLC,3936,6/1/2026,6/1/2026,Jun 2026,Bill,Infrastructure : Acquisition costs - Infra,"3,500.00 ","3,500.00 ",Paid In Full,Apex - May 2026,6/5/2026
"Nexus Data Centers, LLC",ONPOINT Transactions LLC,3937,6/1/2026,6/1/2026,Jun 2026,Bill,Infrastructure : Acquisition costs - Infra,"1,432.08 ","1,432.08 ",Paid In Full,Travel Expenses - May 2026,6/26/2026
"Nexus Data Centers, LLC",ONPOINT Transactions LLC,3938,6/1/2026,6/1/2026,Jun 2026,Bill,Infrastructure : Acquisition costs - Infra,"7,000.00 ","7,000.00 ",Paid In Full,Nexus Bastion LandCo - May 2026 see JE1481 for reclass to Bastion,6/5/2026
"Nexus Apex Holdings, LLC",Post Oak Special Utility District,4709283200.6.1.12026,6/1/2026,6/16/2026,Jun 2026,Bill,Operations : Utilities : Utilities Gen,"8,447.00 ","8,447.00 ",Paid In Full,From 4/28/2026 TO 5/29/2026,6/11/2026
"Nexus Hubbard Power, LLC",Primoris Energy Service Corporation,50259001-6,6/1/2026,7/1/2026,Jun 2026,Bill,Development : Construction : Construction Procore,"5,389,252.96 ","5,389,252.96 ",Paid In Full,Contract 50259-001,7/1/2026
"Nexus Apex Holdings, LLC",Tellepsen Builders LP,50842,6/1/2026,7/1/2026,Jun 2026,Bill,Development : Construction : Construction Procore,"149,250.06 ","149,250.06 ",Paid In Full,"Mobilization of Batch Plant - LNTP 1/30/26, executed contract 3/25/26",6/26/2026
"Nexus Data Centers, LLC","Ultera, llc",661,6/1/2026,6/16/2026,Jun 2026,Bill,Corporate : Workforce,"60,000.00 ","60,000.00 ",Paid In Full,Recruitment Fees for Staffing,6/12/2026
"Nexus Data Centers, LLC",Regus Corporation,7970-1562,6/1/2026,6/15/2026,Jun 2026,Bill,Corporate : HQ / Office,"6,342.22 ","6,342.22 ",Paid In Full,Monthly Charges,6/15/2026
"Nexus Land Holdings, LLC",Earnest Richardson,85326,6/1/2026,6/5/2026,Jun 2026,Bill,Infrastructure : Residential Improvements - Infra,"2,271.00 ","2,271.00 ",Paid In Full,Paid via check 1091,6/5/2026
Nexus Data Centers Hubbard LLC,Carrier Corporation,910043656,6/1/2026,6/5/2026,Jun 2026,Bill,Development : Construction : Construction Procore,"12,025,553.19 ","12,025,553.19 ",Paid In Full,AIR-COOLEDCHILLERS(ACCs) 10%POaccepte,6/23/2026
Nexus Data Centers Hubbard LLC,Carrier Corporation,910043659,6/1/2026,6/5/2026,Jun 2026,Bill,Development : Construction : Construction Procore,"24,051,106.38 ","24,051,106.38 ",Paid In Full,AIR-COOLEDCHILLERS(ACCs) 20%SupplierPurchasingStarts,6/23/2026
Nexus Data Centers Hubbard LLC,Carrier Corporation,910043660,6/1/2026,6/5/2026,Jun 2026,Bill,Development : Construction : Construction Procore,"68,665.38 ","68,665.38 ",Paid In Full,Line 2-3 : 10% PO accepted,6/23/2026
Nexus Data Centers Hubbard LLC,Carrier Corporation,910043661,6/1/2026,6/5/2026,Jun 2026,Bill,Development : Construction : Construction Procore,"137,330.76 ","137,330.76 ",Paid In Full,20% Supplier Purchasing Starts,6/23/2026
Nexus Data Centers Hubbard LLC,Carrier Corporation,910043663,6/1/2026,6/5/2026,Jun 2026,Bill,Development : Construction : Construction Procore,"1,050,000.00 ","1,050,000.00 ",Paid In Full,Master Agreement for QuantumLeap,7/9/2026
"Nexus Data Centers, LLC","Netgain Solutions, Inc.",INV13810,6/1/2026,7/1/2026,Jun 2026,Bill,Corporate : Accounting,"1,212.58 ","1,212.58 ",Paid In Full,NetAsset for NetSuite NetAsset for Netsuite annual license and support fees.,7/10/2026
"Nexus Data Centers, LLC",Venara LLC,VEN-004,6/1/2026,6/16/2026,Jun 2026,Bill,Corporate : Workforce,"30,752.71 ","30,752.71 ",Paid In Full,Venara Recruitment Management Fee (June) & Expenses,6/12/2026
"Nexus Data Centers, LLC",Venara LLC,VEN-005,6/1/2026,6/16/2026,Jun 2026,Bill,Corporate : Workforce,"47,000.00 ","47,000.00 ",Paid In Full,Recruitment Fee - Subcontracts Manager,6/12/2026
"Nexus Apex Holdings, LLC","PA Consulting Group, Inc.",0000011016,6/2/2026,7/2/2026,Jun 2026,Bill,Corporate : Finance,"70,000.00 ","70,000.00 ",Paid In Full,IE Report (May 2026 Invoice),6/26/2026
Nexus Alpha I LLC,Liberty Mutual Insurance Company,000423,6/2/2026,7/1/2026,Jun 2026,Bill,Development : Insurance,888.00 ,0.00 ,Open,Workers Compensation,
"Nexus Land Holdings, LLC",HUBBARD FARM AND RANCH LLC,13780,6/2/2026,6/2/2026,Jun 2026,Bill,Infrastructure : Site Services - Infra,13.04 ,13.04 ,Paid In Full,SNAKE-A-WAY 1.75LB,6/5/2026
Nexus Data Centers Hubbard LLC,CorePhase Enterprises LLC,2025-NEX-001-007,6/2/2026,6/17/2026,May 2026,Bill,Development : Project Management : Project Management Procore,"678,559.80 ","678,559.80 ",Paid In Full,Project Management / SOW,6/26/2026
Nexus Data Centers Hubbard LLC,W.G. Yates & Sons Construction Company,5302601-03,6/2/2026,6/17/2026,May 2026,Bill,Development : Construction : Construction Procore,"31,494,497.93 ","30,017,240.10 ",Paid In Full,Pay app: Period to - 5/28/26,6/22/2026
"Nexus Apex Holdings, LLC",Marsh USA LLC,801024278595,6/2/2026,6/29/2026,Jun 2026,Bill,Operations : Insurance,"66,626.14 ","66,626.14 ",Paid In Full,Cargo Delay in Start Up,6/26/2026
"Nexus Land Holdings, LLC",Champion Energy Services,Champion-06/02/26,6/2/2026,6/17/2026,Jun 2026,Bill,Infrastructure : Utilities - Infra,243.84 ,243.84 ,Paid In Full,Champion May Payment,6/2/2026
"Nexus Land Holdings, LLC",Brian Stroud,Check1077,6/2/2026,6/2/2026,Jun 2026,Bill,Infrastructure : Residential Improvements - Infra,267.18 ,267.18 ,Paid In Full,Jarvis Unit B,6/3/2026
"Nexus Land Holdings, LLC",Frontier Waste Solutions,Frontier 6-2-26,6/2/2026,6/2/2026,Jun 2026,Bill,Infrastructure : Utilities - Infra,217.64 ,217.64 ,Paid In Full,Frontier June Payments,6/2/2026
Nexus Data Centers Hubbard LLC,"Rountree Towers, Inc",1121,6/3/2026,6/18/2026,Jun 2026,Bill,Development : Fiber : Fiber Procore,"102,182.03 ","102,182.03 ",Paid In Full,May 29 invoice - received in June,6/23/2026
"Nexus Data Centers, LLC",Arcus Advisors LLC,3411,6/3/2026,6/3/2026,Jun 2026,Bill,Corporate : Accounting,"48,358.75 ",0.00 ,Pending Approval,May 17 - May 30,
"Nexus Hubbard Power, LLC",Primoris Energy Service Corporation,43427-05,6/3/2026,7/3/2026,Jun 2026,Bill,Development : Construction : Construction Procore,"2,243,053.57 ","2,243,053.57 ",Paid In Full,LNTP 02-16-2026,7/2/2026
"Nexus Data Centers, LLC",Datamation Technologies,4814,6/3/2026,7/3/2026,Jun 2026,Bill,Corporate : IT : Assets,"27,980.09 ","27,980.09 ",Paid In Full,Laptops - Monitors - Keyboards,7/6/2026
"Nexus Apex Holdings, LLC","Jarvis-Paris-Murphy Co., Inc.",56031,6/3/2026,6/3/2026,Jun 2026,Bill,Operations : Utilities : Utilities Gen,"1,200.00 ","1,200.00 ",Paid In Full,Tower Rent at Magnolia Manor May & June,7/10/2026
"Nexus Land Holdings, LLC",Earnest Richardson,85325,6/3/2026,6/5/2026,Jun 2026,Bill,Infrastructure : Site Services - Infra,500.00 ,500.00 ,Paid In Full,Paid via check 1092,6/5/2026
"Nexus Hubbard Power, LLC",WTG Gas Transmission,LNTP#3,6/3/2026,6/3/2026,Jun 2026,Bill,Operations : Gas : Gas Gen,"7,278,321.18 ","7,278,321.18 ",Paid In Full,PHASE 1 (2.7 miles),6/4/2026
"Nexus Hubbard Power, LLC",WTG Gas Transmission,LNTP#4,6/3/2026,6/3/2026,Jun 2026,Bill,Operations : Gas : Gas Gen,"7,182,000.00 ","7,182,000.00 ",Paid In Full,PHASE 2 (7.8 miles),6/4/2026
"Nexus Hubbard Power, LLC",WTG Gas Transmission,LNTP#5,6/3/2026,6/3/2026,Jun 2026,Bill,Operations : Gas : Gas Gen,"5,567,851.00 ","5,567,851.00 ",Paid In Full,PHASE 2 (7.8 miles),6/4/2026
Nexus Data Centers Hubbard LLC,W.G. Yates & Sons Construction Company,WGY-PC-04,6/3/2026,7/3/2026,Apr 2026,Bill,Development : Construction : Construction Procore,"256,283.09 ","256,283.09 ",Paid In Full,3/22/26 - 4/19/26 - PRECONSTRUCTION,7/6/2026
"Nexus Land Holdings, LLC",Brian Stroud,check 1078,6/3/2026,6/3/2026,Jun 2026,Bill,Infrastructure : Residential Improvements - Infra,403.27 ,403.27 ,Paid In Full,Unclog Sewer at Jarvis - CHECK # 1078,6/3/2026
"Nexus Apex Holdings, LLC",AFCO Credit Corporation,1180688-06042026,6/4/2026,6/23/2026,Jun 2026,Bill,Corporate : Finance,"4,763,888.04 ","4,763,888.04 ",Paid In Full,Loan Payment 6/4/26,6/23/2026
"Nexus Land Holdings, LLC",Rachel Massey,7 - check1080,6/4/2026,6/4/2026,Jun 2026,Bill,Infrastructure : Residential Improvements - Infra,840.00 ,840.00 ,Paid In Full,21 hours work invoice #7,6/4/2026
"Nexus Land Holdings, LLC",TXU Energy (AutoPay),TXU06-04-26,6/4/2026,6/4/2026,Jun 2026,Bill,Infrastructure : Utilities - Infra,"1,291.14 ","1,291.14 ",Paid In Full,TXU June Payments,6/4/2026
"Nexus Apex Holdings, LLC","PA Consulting Group, Inc.",0000011047,6/5/2026,7/5/2026,Jun 2026,Bill,Corporate : Finance,"15,000.00 ","15,000.00 ",Paid In Full,IE Report (Final Invoice),7/6/2026
Nexus Bastion Holdings LLC,Datasite LLC,INV-937686,6/5/2026,7/5/2026,Jun 2026,Bill,Corporate : Finance,"42,288.13 ","42,288.13 ",Paid In Full,01-May-26 to 31-May-26,7/6/2026
"Nexus Data Centers, LLC",Datasite LLC,INV-939118,6/5/2026,7/5/2026,Jun 2026,Bill,Corporate : Finance,"89,016.76 ","89,016.76 ",Paid In Full,01-May-26 to 31-May-26,7/6/2026
"Nexus Data Centers, LLC",Signature Aspen,INV130296,6/5/2026,6/5/2026,Jun 2026,Bill,Corporate : Marketing / Branding,598.03 ,598.03 ,Paid In Full,Nexus Business Cards,6/12/2026
"Nexus Land Holdings, LLC",HUBBARD FARM AND RANCH LLC,13965,6/8/2026,6/8/2026,Jun 2026,Bill,Infrastructure : Site Services - Infra,23.76 ,23.76 ,Paid In Full,DUCK & GOOSE LAYER  PELLETS 25#,6/12/2026
Nexus Data Centers Hubbard LLC,EUTAW Construction Company Inc.,26011-05,6/8/2026,7/8/2026,Jun 2026,Bill,Development : Construction : Construction Procore,"7,521,082.65 ","7,521,082.65 ",Paid In Full,Main Services Agreement - Site GC (Base Contract),7/30/2026
Nexus Data Centers Hubbard LLC,Industrial Electrical Supply,26301,6/8/2026,7/8/2026,Jun 2026,Bill,Development : Asset Procurement : Asset Procurement Procore,"4,194,549.00 ","4,194,549.00 ",Paid In Full,30% Shipment of UPS Units,7/10/2026
"Nexus Land Holdings, LLC","Roger A. Soape, Inc.",4928,6/8/2026,6/8/2026,Jun 2026,Bill,Infrastructure : Legal - Infra,"3,000.00 ","3,000.00 ",Paid In Full,5/4/2026 To 5/17/2026,6/15/2026
"Nexus Data Centers, LLC","Ultera, llc",662,6/8/2026,6/23/2026,Jun 2026,Bill,Corporate : Workforce,"55,000.00 ","55,000.00 ",Paid In Full,Recruiting fees for start-up staffing,6/26/2026
"Nexus Data Centers, LLC","Ultera, llc",664,6/8/2026,6/23/2026,Jun 2026,Bill,Corporate : Workforce,"28,000.00 ","28,000.00 ",Paid In Full,Recruiting fees for start-up staffing,6/23/2026
"Nexus Land Holdings, LLC",Frontier Waste Solutions,Frontier 6-8-26,6/8/2026,6/8/2026,Jun 2026,Bill,Infrastructure : Utilities - Infra,"5,988.47 ","5,988.47 ",Paid In Full,Frontier June Payments,6/8/2026
"Nexus Apex Holdings, LLC",Michels Construction inc,MCI 8,6/8/2026,7/8/2026,May 2026,Bill,Development : Fiber : Fiber Procore,"94,656.25 ","94,656.25 ",Paid In Full,Job 25215103 Fiber Carrier Engagement & OSP Fiber Network Design to Project Apex,7/6/2026
"Nexus Apex Holdings, LLC",Milbank,01054638,6/9/2026,6/9/2026,Jun 2026,Bill,Corporate : Legal,"201,107.02 ","201,107.02 ",Paid In Full,"Professional Services through June 9, 2026",6/26/2026
"Nexus Data Centers, LLC","Oracle America, Inc",102566375,6/9/2026,7/9/2026,Jun 2026,Bill,Corporate : IT : Services / License,"11,199.11 ","11,199.11 ",Paid In Full,,7/10/2026
"Nexus Apex Holdings, LLC",WR Utilities & Excavation,1115,6/9/2026,7/9/2026,Jun 2026,Bill,Development : Engineering : Engineering Procore,"1,499,850.00 ","1,499,850.00 ",Paid In Full,Labor and Materials (Berms),7/10/2026
"Nexus Apex Holdings, LLC",EquipmentShare.com Inc,189392,6/9/2026,7/9/2026,Jun 2026,Bill,Development : Asset Procurement : Asset Procurement Procore,"1,600,241.75 ","1,600,241.75 ",Paid In Full,April - June Procurement,7/10/2026
"Nexus Land Holdings, LLC",American Craftsmen,2319,6/9/2026,6/9/2026,Jun 2026,Bill,Infrastructure : Residential Improvements - Infra,"4,712.57 ","4,712.57 ",Paid In Full,labor and materials,6/12/2026
"Nexus Data Centers, LLC",Double Vision,0128,6/10/2026,6/10/2026,Jun 2026,Bill,Corporate : Marketing / Branding,"4,250.00 ","4,250.00 ",Paid In Full,Investor Day Event,6/17/2026
"Nexus Data Centers, LLC",Business Branders LLC,10017,6/10/2026,7/10/2026,Jun 2026,Bill,Corporate : Marketing / Branding,"20,156.73 ","20,156.73 ",Paid In Full,Various Branded Items,7/10/2026
"Nexus Data Centers, LLC",Business Branders LLC,10018,6/10/2026,7/10/2026,Jun 2026,Bill,Corporate : Marketing / Branding,"2,449.47 ","2,449.47 ",Paid In Full,T-Shirts,7/10/2026
"Nexus Data Centers, LLC",Business Branders LLC,10019,6/10/2026,7/10/2026,Jun 2026,Bill,Corporate : Marketing / Branding,538.73 ,538.73 ,Paid In Full,T-Shirts,7/10/2026
"Nexus Data Centers, LLC",Game On,231461999,6/10/2026,,Jun 2026,Bill,Corporate : Marketing / Branding,"2,533.06 ","2,533.06 ",Paid In Full,Pool Table - Shuffleboard - for Event,6/17/2026
"Nexus Data Centers, LLC",Oracle NetSuite,2513387,6/10/2026,7/13/2026,Jun 2026,Bill,Corporate : IT : Services / License,"1,335.63 ","1,335.63 ",Paid In Full,Coverage 6/12/26 - 9/11/26,7/24/2026
"Nexus Apex Holdings, LLC","LoadSpring Solutions, Inc",INV016679,6/10/2026,7/10/2026,Jun 2026,Bill,Corporate : IT : Services / License,"14,071.07 ","14,071.07 ",Paid In Full,LoadSpring P6 Essentials,7/24/2026
"Nexus Data Centers, LLC",Laurel & Finch,L&F061026,6/10/2026,6/10/2026,Jun 2026,Bill,Corporate : Marketing / Branding,"9,864.84 ","9,864.84 ",Paid In Full,Flowers & Decor - Investors Day,6/17/2026
"Nexus Data Centers, LLC",Butler Snow LLP,10531303,6/11/2026,6/11/2026,Jun 2026,Bill,Corporate : Legal,"7,567.00 ","7,567.00 ",Paid In Full,services 5/7/26 - 5/28/26,6/23/2026
"Nexus Data Centers, LLC","Haynes and Boone, LLP",21768810,6/11/2026,7/11/2026,Jun 2026,Bill,Corporate : Legal,"29,641.50 ","29,641.50 ",Paid In Full,"Professional Services Through  May 31, 2026",7/10/2026
"Nexus Apex Holdings, LLC",Black & Veatch,6717777,6/11/2026,7/11/2026,Jun 2026,Bill,Corporate : Finance,"69,000.00 ","69,000.00 ",Paid In Full,"Billing through June 9, 2026",7/24/2026
Nexus Data Centers Hubbard LLC,Forgen LLC,INV-IFI-46432,6/11/2026,7/11/2026,May 2026,Bill,Development : Construction : Construction Procore,"1,208,739.12 ","1,208,739.12 ",Paid In Full,Labor (4/26/26 - 5/10/26),7/10/2026
"Nexus Land Holdings, LLC",Rachel Massey,RM061026,6/11/2026,,Jun 2026,Bill,Infrastructure : Site Services - Infra,"2,720.00 ","2,720.00 ",Paid In Full,5/20/26 - 6/10/26,6/12/2026
"Nexus Data Centers, LLC",Specialty Livestock Systems,1330,6/12/2026,6/13/2026,Jun 2026,Bill,Corporate : Marketing / Branding,"8,580.00 ","8,580.00 ",Paid In Full,Investor Day Event,6/17/2026
"Nexus Data Centers, LLC",PwC US Business Advisory,211A017135,6/12/2026,7/12/2026,Jun 2026,Bill,Corporate : Accounting,"230,000.00 ","230,000.00 ",Paid In Full,Advisory Fees Through 5/31,8/7/2026
"Nexus Data Centers, LLC",Bleacher Rentals Florida LLC,231560519,6/12/2026,6/12/2026,Jun 2026,Bill,Corporate : Marketing / Branding,"6,495.00 ","6,495.00 ",Paid In Full,Investor Day,7/3/2026
Nexus Data Centers Hubbard LLC,Industrial Electrical Supply,26356,6/12/2026,7/12/2026,Jun 2026,Bill,Development : Asset Procurement : Asset Procurement Procore,"13,813,402.60 ","13,813,402.60 ",Paid In Full,Bill#1 30% UPON PO EXECUTON FOR HB2 UP,7/10/2026
Nexus Data Centers Hubbard LLC,Industrial Electrical Supply,26357,6/12/2026,7/12/2026,Jun 2026,Bill,Development : Asset Procurement : Asset Procurement Procore,"9,938,044.12 ","9,938,044.12 ",Paid In Full,Bill #1 PROGRESS PAYMENT 30% UPON PO EXECUTION FOR HB2 LV SWBS,7/10/2026
Nexus Data Centers Hubbard LLC,Industrial Electrical Supply,26358,6/12/2026,7/12/2026,Jun 2026,Bill,Development : Asset Procurement : Asset Procurement Procore,"831,433.24 ","831,433.24 ",Paid In Full,Bill #1 PROGRESS PAYMENT 30% UPON PO EXECUTION FOR HB2 GENS,7/10/2026
Nexus Data Centers Hubbard LLC,Industrial Electrical Supply,26359,6/12/2026,7/12/2026,Jun 2026,Bill,Development : Asset Procurement : Asset Procurement Procore,"9,243,959.01 ","9,243,959.01 ",Paid In Full,Bill #2 30 percent due upon commencement of physical fabrication,7/10/2026
Nexus Data Centers Hubbard LLC,Industrial Electrical Supply,26360,6/12/2026,7/12/2026,Jun 2026,Bill,Development : Asset Procurement : Asset Procurement Procore,"35,981,359.49 ","35,981,359.49 ",Paid In Full,Bill #1 30% UPON PO EXECUTION FOR HB2 MV SWGEAR,7/10/2026
"Nexus Data Centers, LLC",Holland & Knight LLP,33968051,6/12/2026,6/12/2026,Jun 2026,Bill,Corporate : Legal,"7,410.00 ","7,410.00 ",Paid In Full,May Services,6/23/2026
"Nexus Data Centers, LLC",Texas Elite Graphics & Signs,41928,6/12/2026,7/12/2026,Jun 2026,Bill,Corporate : Marketing / Branding,"8,389.38 ","8,389.38 ",Paid In Full,Signage,7/10/2026
"Nexus Data Centers, LLC",Bright Event Rentals,464348,6/12/2026,,Jun 2026,Bill,Corporate : Marketing / Branding,"32,841.97 ","32,841.97 ",Paid In Full,Investor Day Event,6/17/2026
"Nexus Hubbard Power, LLC",Everllence USA INC,6803679,6/12/2026,6/27/2026,Jun 2026,Bill,Development : Asset Procurement : Asset Procurement Procore,"436,045.84 ","436,045.84 ",Paid In Full,Equipment Supply Contract  5306425- body of contract (9/26/2025) - 13 units and change order,6/26/2026
"Nexus Hubbard Power, LLC",Everllence USA INC,6803680,6/12/2026,6/27/2026,Jun 2026,Bill,Development : Asset Procurement : Asset Procurement Procore,"312,354.16 ","312,354.16 ",Paid In Full,Equipment Supply Contract 5306589 - Appendices (9/26/2025) - 11 units,6/26/2026
"Nexus Data Centers, LLC",Regus Corporation,7970-1617,6/12/2026,6/12/2026,Jun 2026,Bill,Corporate,"14,352.00 ",0.00 ,Open,June Rent,
"Nexus Data Centers, LLC",Regus Corporation,7970-1618,6/12/2026,6/15/2026,Jun 2026,Bill,Corporate,"14,352.00 ","13,163.20 ",Open,,
"Nexus Data Centers, LLC",Wild Knox,1830,6/13/2026,6/22/2026,Jun 2026,Bill,Corporate : Marketing / Branding,"15,302.22 ","15,302.22 ",Paid In Full,Investor Day,7/6/2026
"Nexus Data Centers, LLC",Folk & Rowe,231506480,6/14/2026,6/14/2026,Jun 2026,Bill,Corporate : Marketing / Branding,"25,398.07 ","25,398.07 ",Paid In Full,Investor Day Event,6/17/2026
"Nexus Data Centers, LLC",Bright Event Rentals,465152,6/14/2026,6/14/2026,Jun 2026,Bill,Corporate : Marketing / Branding,"42,728.81 ","42,728.81 ",Paid In Full,Investor Day Event,6/17/2026
"Nexus Data Centers, LLC",Bright Event Rentals,465442,6/14/2026,6/14/2026,Jun 2026,Bill,Corporate : Marketing / Branding,657.13 ,657.13 ,Paid In Full,Investor Day Event,6/17/2026
"Nexus Land Holdings, LLC","1212 Property Services, LLC",1012,6/15/2026,6/30/2026,Jun 2026,Bill,Infrastructure : Site Services - Infra,"3,025.60 ","3,025.60 ",Paid In Full,Lawncare Maintenance,6/26/2026
Nexus Data Centers Hubbard LLC,"HDR Engineering, Inc.",1200836164,6/15/2026,7/15/2026,May 2026,Bill,Development : Engineering : Engineering Procore,"1,817,317.60 ","1,817,317.60 ",Paid In Full,3-May-2026 - 30-May-2026,7/10/2026
Nexus Data Centers Hubbard LLC,"HDR Engineering, Inc.",1200836166,6/15/2026,7/15/2026,May 2026,Bill,Development : Engineering : Engineering Procore,"905,250.00 ","905,250.00 ",Paid In Full,22-May-2026 - 30-May-2026,7/31/2026
Nexus Data Centers Hubbard LLC,"HDR Engineering, Inc.",1200836168,6/15/2026,7/15/2026,Jun 2026,Bill,Development : Engineering : Engineering Procore,"419,957.54 ","419,957.54 ",Paid In Full,3-May-2026 To:   30-May-2026,7/31/2026
Nexus Data Centers Hubbard LLC,"HDR Engineering, Inc.",1200836170,6/15/2026,7/15/2026,May 2026,Bill,Development : Engineering : Engineering Procore,"1,082,296.80 ","1,082,296.80 ",Paid In Full,3-May-2026 - 30-May-2026,7/30/2026
Nexus Data Centers Hubbard LLC,"HDR Engineering, Inc.",1200836173,6/15/2026,7/15/2026,May 2026,Bill,Development : Engineering : Engineering Procore,"457,970.00 ","457,970.00 ",Paid In Full,22-May-2026 - 30-May-2026,7/31/2026
"Nexus Data Centers, LLC",Flex 9,1288,6/15/2026,6/22/2026,Jun 2026,Bill,Corporate : Marketing / Branding,"3,500.00 ","3,500.00 ",Paid In Full,Investor Day,6/17/2026
"Nexus Data Centers, LLC",Skadden,2074614,6/15/2026,6/15/2026,Jun 2026,Bill,Corporate : Legal,"90,649.80 ","90,649.80 ",Paid In Full,FOR PROFESSIONAL SERVICES rendered  through May,7/6/2026
